Longest Path
30
1  2 2
1  6 2
1  10 2
1 11 2
1 13 2
1 15 2
1 22 2
1 24 2
1 25 2
1 28 2
1 29 2
2  3 2
2  4 2
2  6 2
2  10 2
2 11 2
2 13 2
2 14 2
2 15 2
2 16 2
2 18 2
2 21 2
2 22 2
2 24 2
2 25 2
2 29 2
3  4 2
3  5 2
3  7 2
3  8 2
3  9 2
3  10 2
3 12 2
3 14 2
3 15 2
3 16 2
3 17 2
3 18 2
3 19 2
3 20 2
3 21 2
3 23 2
3 26 2
3 27 2
3 30 2
4  5 2
4  7 2
4  8 2
4  9 2
4  10 2
4 12 2
4 14 2
4 15 2
4 16 2
4 17 2
4 18 2
4 19 2
4 20 2
4 21 2
4 23 2
4 26 2
4 27 2
4 30 2
5  7 2
5  8 2
5  9 2
5  10 2
5 12 2
5 14 2
5 15 2
5 16 2
5 17 2
5 18 2
5 19 2
5 20 2
5 21 2
5 23 2
5 26 2
5 27 2
5 30 2
6  8 2
6  10 2
6 11 2
6 12 2
6 13 2
6 15 2
6 17 2
6 19 2
6 22 2
6 24 2
6 25 2
6 26 2
6 27 2
6 28 2
6 29 2
6 30 2
7  8 2
7  9 2
7  10 2
7 12 2
7 14 2
7 15 2
7 16 2
7 17 2
7 18 2
7 19 2
7 20 2
7 21 2
7 23 2
7 26 2
7 27 2
7 30 2
8  9 2
8 11 2
8 12 2
8 14 2
8 16 2
8 17 2
8 18 2
8 19 2
8 20 2
8 21 2
8 23 2
8 24 2
8 26 2
8 27 2
8 30 2
9 11 2
9 12 2
9 14 2
9 16 2
9 17 2
9 18 2
9 19 2
9 20 2
9 21 2
9 23 2
9 24 2
9 26 2
9 27 2
9 30 2
10 11 2
10 13 2
10 15 2
10 21 2
10 22 2
10 24 2
10 25 2
10 29 2
11 12 2
11 13 2
11 15 2
11 17 2
11 20 2
11 22 2
11 24 2
11 25 2
11 26 2
11 29 2
11 30 2
12 14 2
12 16 2
12 17 2
12 18 2
12 19 2
12 20 2
12 21 2
12 23 2
12 24 2
12 26 2
12 27 2
12 30 2
13 15 2
13 22 2
13 24 2
13 25 2
13 29 2
14 16 2
14 17 2
14 18 2
14 19 2
14 20 2
14 21 2
14 23 2
14 26 2
14 27 2
14 30 2
15 16 2
15 21 2
15 22 2
15 23 2
15 24 2
15 25 2
15 27 2
15 29 2
16 17 2
16 18 2
16 19 2
16 20 2
16 21 2
16 23 2
16 26 2
16 27 2
16 30 2
17 18 2
17 19 2
17 20 2
17 21 2
17 23 2
17 24 2
17 26 2
17 27 2
17 30 2
18 19 2
18 20 2
18 21 2
18 23 2
18 26 2
18 27 2
18 30 2
19 20 2
19 21 2
19 23 2
19 26 2
19 27 2
19 30 2
20 21 2
20 23 2
20 24 2
20 26 2
20 27 2
20 30 2
21 23 2
21 26 2
21 27 2
21 30 2
22 24 2
22 25 2
22 27 2
22 29 2
23 26 2
23 27 2
23 30 2
24 25 2
24 26 2
24 29 2
24 30 2
25 29 2
26 27 2
26 30 2
27 30 2
$
General weighted directed graph to show time differences of heuristic and brute force approach
